sample_idx,bus_pos,bus_id,bus_type,saved_state_valid,replay_state_valid,state_valid_match,Pd_saved,Pd_replay,Pd_abs_err,Qd_saved,Qd_replay,Qd_abs_err,Pg_saved,Pg_replay,Pg_abs_err,Qg_saved,Qg_replay,Qg_abs_err,Vm_saved,Vm_replay,Vm_abs_err,Va_saved,Va_replay,Va_abs_err
28765,0,0,PQ,True,True,True,97.03432913168153,97.03432913168153,0.0,43.943825282995114,43.943825282995114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03850624156927,1.0385062415692703,2.220446049250313e-16,6.838979403056821,6.8389794030567534,6.750155989720952e-14
28765,1,1,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.042008004238724,1.042008004238724,0.0,8.229414714377143,8.22941471437706,8.171241461241152e-14
28765,2,2,PQ,True,True,True,271.2078237527453,271.2078237527453,0.0,2.0214247733123876,2.0214247733123876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0175207672015274,1.0175207672015272,2.220446049250313e-16,4.383223678959234,4.383223678959165,6.838973831690964e-14
28765,3,3,PQ,True,True,True,439.6817461836132,439.6817461836132,0.0,161.80288259556966,161.80288259556966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9914240768726099,0.9914240768726089,9.992007221626409e-16,-0.18031023305287439,-0.18031023305291902,4.463096558993129e-14
28765,4,4,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9927682000547509,0.9927682000547494,1.4432899320127035e-15,-1.0715269763762243,-1.0715269763762594,3.5083047578154947e-14
28765,5,5,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955151903346017,0.9955151903346002,1.4432899320127035e-15,-0.8268659754912614,-0.8268659754912939,3.2529534621517087e-14
28765,6,6,PQ,True,True,True,300.4991746197686,300.4991746197686,0.0,107.96377531249172,107.96377531249172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9819598338517335,0.9819598338517318,1.6653345369377348e-15,-2.7541770791523965,-2.754177079152436,3.952393967665557e-14
28765,7,7,PQ,True,True,True,650.4404927986747,650.4404927986747,0.0,220.05323951771254,220.05323951771254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9809468965351422,0.9809468965351403,1.887379141862766e-15,-2.9264100265743656,-2.926410026574408,4.263256414560601e-14
28765,8,8,PQ,True,True,True,6.944971273777311,6.944971273777311,0.0,-71.15924412824137,-71.15924412824137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0293955823668006,1.0293955823668,6.661338147750939e-16,3.118545957153821,3.1185459571537693,5.1958437552457326e-14
28765,9,9,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0063660411515392,1.006366041151538,1.1102230246251565e-15,2.588755040462506,2.5887550404624813,2.4868995751603507e-14
28765,10,10,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000928195659912,1.0009281956599108,1.3322676295501878e-15,1.4424657321986563,1.4424657321986285,2.7755575615628914e-14
28765,11,11,PQ,True,True,True,10.428401949955536,10.428401949955536,0.0,107.58492046847448,107.58492046847448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9834864005887395,0.9834864005887382,1.3322676295501878e-15,1.702950562346003,1.702950562345975,2.7977620220553945e-14
28765,12,12,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0023924676024119,1.0023924676024105,1.3322676295501878e-15,2.127643636600809,2.1276436366007805,2.842170943040401e-14
28765,13,13,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979829663669432,0.9979829663669421,1.1102230246251565e-15,1.1196172042474968,1.1196172042474624,3.441691376337985e-14
28765,14,14,PQ,True,True,True,276.58821284715725,276.58821284715725,0.0,132.24373926754706,132.24373926754706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0009389198215783,1.0009389198215783,0.0,7.67559584795785,7.675595847957768,8.171241461241152e-14
28765,15,15,PQ,True,True,True,318.8335197251162,318.8335197251162,0.0,31.30189266602205,31.30189266602205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0153451299405751,1.0153451299405751,0.0,9.078743069425318,9.078743069425244,7.460698725481052e-14
28765,16,16,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0174930845546564,1.0174930845546566,2.220446049250313e-16,7.063785765755192,7.063785765755115,7.72715225139109e-14
28765,17,17,PQ,True,True,True,126.4875144326476,126.4875144326476,0.0,24.01661666442676,24.01661666442676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016351801459635,1.0163518014596349,2.220446049250313e-16,5.687212217568309,5.687212217568235,7.37188088351104e-14
28765,18,18,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0439029834836246,1.0439029834836246,0.0,14.994384346652593,14.994384346652522,7.105427357601002e-14
28765,19,19,PQ,True,True,True,602.4459709771112,602.4459709771112,0.0,91.25284560388596,91.25284560388596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9888988779203457,0.9888988779203459,2.220446049250313e-16,14.335140381574332,14.335140381574252,7.993605777301127e-14
