sample_idx,bus_pos,bus_id,bus_type,saved_state_valid,replay_state_valid,state_valid_match,Pd_saved,Pd_replay,Pd_abs_err,Qd_saved,Qd_replay,Qd_abs_err,Pg_saved,Pg_replay,Pg_abs_err,Qg_saved,Qg_replay,Qg_abs_err,Vm_saved,Vm_replay,Vm_abs_err,Va_saved,Va_replay,Va_abs_err
42901,0,0,PQ,True,True,True,118.56059888702754,118.56059888702754,0.0,53.692402364821895,53.692402364821895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0249537689334687,1.0249537689334685,2.220446049250313e-16,-45.008108604216176,-45.00810860421667,4.973799150320701e-13
42901,1,1,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0341822230530893,1.0341822230530895,2.220446049250313e-16,-17.541194837335603,-17.54119483733605,4.476419235288631e-13
42901,2,2,PQ,True,True,True,366.1928924425195,366.1928924425195,0.0,2.7293880182051145,2.7293880182051145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0067526433415677,1.0067526433415672,4.440892098500626e-16,-22.463396482096044,-22.463396482096485,4.405364961712621e-13
42901,3,3,PQ,True,True,True,321.6715567280722,321.6715567280722,0.0,118.37513287593056,118.37513287593056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9743901245955463,0.9743901245955449,1.4432899320127035e-15,-23.016957504107342,-23.016957504107758,4.156675004196586e-13
42901,4,4,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9638378748321542,0.9638378748321516,2.6645352591003757e-15,-21.872096480500588,-21.872096480500975,3.872457909892546e-13
42901,5,5,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9663433818250315,0.966343381825029,2.55351295663786e-15,-20.599353977035918,-20.599353977036294,3.765876499528531e-13
42901,6,6,PQ,True,True,True,163.85635312206605,163.85635312206605,0.0,58.87054603188001,58.87054603188001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.950698173149675,0.9506981731496721,2.886579864025407e-15,-24.77309856508351,-24.77309856508392,4.085620730620576e-13
42901,7,7,PQ,True,True,True,748.6657782294484,748.6657782294484,0.0,253.28424604467546,253.28424604467546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9469020225882182,0.9469020225882158,2.4424906541753444e-15,-26.428662072261837,-26.42866207226225,4.121147867408581e-13
42901,8,8,PQ,True,True,True,5.417848603968337,5.417848603968337,0.0,-55.51211031142942,-55.51211031142942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0040449511137368,1.0040449511137357,1.1102230246251565e-15,-36.97731601089781,-36.97731601089828,4.689582056016661e-13
42901,9,9,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986959778101763,0.9869597781017615,1.5543122344752192e-15,-18.496710243596223,-18.496710243596628,4.050093593832571e-13
