sample_idx,bus_pos,bus_id,bus_type,saved_state_valid,replay_state_valid,state_valid_match,Pd_saved,Pd_replay,Pd_abs_err,Qd_saved,Qd_replay,Qd_abs_err,Pg_saved,Pg_replay,Pg_abs_err,Qg_saved,Qg_replay,Qg_abs_err,Vm_saved,Vm_replay,Vm_abs_err,Va_saved,Va_replay,Va_abs_err
50724,0,0,PQ,True,True,True,130.44813821596986,130.44813821596986,0.0,59.075898659281435,59.075898659281435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0328929544254555,1.0328929544254555,0.0,-2.5905304786759333,-2.5905304786759156,1.7763568394002505e-14
50724,1,1,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.047507750478036,1.0475077504780361,2.220446049250313e-16,4.35555232789671,4.355552327896732,2.220446049250313e-14
50724,2,2,PQ,True,True,True,336.8390406117195,336.8390406117195,0.0,2.5106015449320704,2.5106015449320704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0344448439486527,1.0344448439486524,2.220446049250313e-16,1.899272165081446,1.899272165081472,2.5979218776228663e-14
50724,3,3,PQ,True,True,True,356.402695588597,356.402695588597,0.0,131.1561919766037,131.1561919766037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016769063465321,1.0167690634653204,6.661338147750939e-16,-0.06109208853523433,-0.061092088535211524,2.280814426214306e-14
50724,4,4,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.017229609357492,1.017229609357491,8.881784197001252e-16,-1.0197217828794822,-1.0197217828794654,1.687538997430238e-14
50724,5,5,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0186022473238994,1.0186022473238987,6.661338147750939e-16,-0.7390228908054303,-0.7390228908054141,1.6209256159527285e-14
50724,6,6,PQ,True,True,True,307.368040493113,307.368040493113,0.0,110.43163131489091,110.43163131489091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094927024872216,1.0094927024872211,4.440892098500626e-16,-2.809241726448796,-2.8092417264487826,1.3322676295501878e-14
50724,7,7,PQ,True,True,True,370.24670141409365,370.24670141409365,0.0,125.25970779641558,125.25970779641558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0106836977304918,1.0106836977304914,4.440892098500626e-16,-3.07714547970582,-3.0771454797058064,1.3766765505351941e-14
50724,8,8,PQ,True,True,True,7.949082819077045,7.949082819077045,0.0,-81.44752550008171,-81.44752550008171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0454794121765245,1.0454794121765243,2.220446049250313e-16,-4.423560543595918,-4.423560543595905,1.2434497875801753e-14
50724,9,9,PQ,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0265755780760575,1.0265755780760575,0.0,3.055606519630811,3.0556065196308317,2.0872192862952943e-14
